date,Current Ratio,Acid Test Ratio,Operating Cash Flow Ratio,Debt Ratio,Debt to Equity Ratio,Interest Coverage Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Day Sales in Inventory Ratio,Return on Ratio,Return on Equity Ratio,Quality Score,ticker
2021-10-01,0.9604375713436304,0.631629732285556,0.1005780398479821,0.637014763209093,1.898027104010119,11.143516229312318,0.5899288026110392,2.2169823139880664,164.75483819865897,0.0161978794948899,0.0481120153385351,0.1406939986574625,WMT
2021-10-04,0.9605648423588382,0.631832333328403,0.1011196269989137,0.6369445288114229,1.897475585046908,11.185936686952132,0.5899706310540426,2.2165328925899987,164.78478655466424,0.0162633740530385,0.0483020041611964,0.1411574671950306,WMT
2021-10-05,0.9606881361548208,0.6320286030886613,0.1016442895513787,0.6368764892386801,1.8969413010512963,11.227031505290704,0.5900111523582021,2.216097515610621,164.81379902454432,0.016326821906245,0.0484860558331496,0.1416064523407997,WMT
2021-10-06,0.9608075770196788,0.6322187394189114,0.1021525563990792,0.6368105759025855,1.896423713430548,11.266842110556194,0.5900504073716066,2.2156757441618486,164.84190485474065,0.0163882870140387,0.0486643558903543,0.1420414067007636,WMT
2021-10-07,0.96092328535751,0.6324029339888413,0.102644939907789,0.6367467223582438,1.895922300422948,11.305408634407138,0.5900884356658422,2.2152671530708505,164.86913237774334,0.0164478313372139,0.0488370840707713,0.1424627687369785,WMT
2021-10-08,0.961035377809784,0.6325813724784608,0.1031219364318517,0.6366848642371629,1.895436556571836,11.34276995438774,0.590125275575883,2.214871330451446,164.8955090406522,0.0165055149002899,0.0490044144955503,0.1428709632095617,WMT
2021-10-11,0.9611439673729244,0.6327542347652797,0.1035840268145374,0.6366249391823656,1.8949659922160704,11.378963733118947,0.590160964238735,2.2144878772888976,164.92106143284516,0.0165613958520198,0.0491665158445549,0.1432664016048767,WMT
2021-10-12,0.9612491635122168,0.6329216951056356,0.1040316768727641,0.6365668867855309,1.894510132996423,11.414026456264803,0.5901955376308728,2.2141164070376798,164.9458153127821,0.0166155305240081,0.0493235515264032,0.1436494825503382,WMT
2021-10-13,0.961351072272156,0.6330839223103553,0.1044653378666713,0.6365106485260972,1.8940685193773892,11.447993469312356,0.5902290306045065,2.2137565452318118,164.969795633971,0.0166679734874968,0.0494756798431937,0.1440205922162539,WMT
2021-10-14,0.9614497963833474,0.6332410799149275,0.1048854469545189,0.6364561677122708,1.8936407061839504,11.480899013202167,0.590261476922714,2.213407929107377,164.99302657012274,0.0167187776083764,0.0496230541500844,0.1443801047051098,WMT
2021-10-15,0.961545435366064,0.6333933263443567,0.1052924276333712,0.6364033894238764,1.8932262621528069,11.512776258845426,0.5902929092934776,2.213070207236831,165.01553153951974,0.0167679941004786,0.0497658230098849,0.1447283824286889,WMT
2021-10-18,0.9616380856305706,0.6335408150728663,0.1056866901660094,0.6363522604569944,1.8928247694976363,11.543657340562332,0.5903233594026548,2.21274303917474,165.03733322862308,0.0168156725772026,0.0499041303428166,0.1450657764734062,WMT
